,hour,longitude,latitude,value,h3_8,h3_9,h3_10,h3_11,h3_12,h3_,passengername,phone
9461,18,116.4707,39.9636,53,8831aa55dbfffff,8931aa55da3ffff,8a31aa55da07fff,8b31aa55da04fff,8c31aa55da041ff,8031fffffffffff,,13800019461
9462,18,116.4882,39.8983,53,8831aa4627fffff,8931aa4626bffff,8a31aa4626affff,8b31aa4626adfff,8c31aa4626ad5ff,8031fffffffffff,,13800019462
9463,18,116.449,39.8757,53,8831aa473dfffff,8931aa473dbffff,8a31aa473d87fff,8b31aa473d80fff,8c31aa473d805ff,8031fffffffffff,,13800019463
9464,18,116.393,40.0134,53,8831aa5701fffff,8931aa57013ffff,8a31aa57012ffff,8b31aa570129fff,8c31aa5701297ff,8031fffffffffff,,13800019464
9465,18,116.7042,39.9266,53,8831aa72c9fffff,8931aa72c8bffff,8a31aa72c8b7fff,8b31aa72c886fff,8c31aa72c8b17ff,8031fffffffffff,,13800019465
9466,18,116.3342,39.97,52,8831aa5085fffff,8931aa5084fffff,8a31aa5084f7fff,8b31aa5084f0fff,8c31aa5084f1dff,8031fffffffffff,,13800019466
9467,18,116.42,40.0346,52,8831aa5667fffff,8931aa5666bffff,8a31aa566687fff,8b31aa566681fff,8c31aa566681dff,8031fffffffffff,,13800019467
9468,18,116.3528,39.9798,52,8831aa509dfffff,8931aa509dbffff,8a31aa509da7fff,8b31aa509da2fff,8c31aa509da23ff,8031fffffffffff,,13800019468
9469,18,120.6414,28.0162,52,8841b2cc8dfffff,8941b2cc8dbffff,8a41b2cc8d9ffff,8b41b2cc8d9efff,8c41b2cc8d9e9ff,804bfffffffffff,,13800019469
9470,18,116.6633,39.9061,52,8831aa723dfffff,8931aa723cfffff,8a31aa723ce7fff,8b31aa723ce6fff,8c31aa723ce63ff,8031fffffffffff,,13800019470
9471,18,116.4796,40.0068,52,8831aa56a5fffff,8931aa56a57ffff,8a31aa56a54ffff,8b31aa56a548fff,8c31aa56a5481ff,8031fffffffffff,,13800019471
9472,18,116.3286,39.9901,52,8831aa50c5fffff,8931aa50c47ffff,8a31aa50c467fff,8b31aa50c460fff,8c31aa50c4607ff,8031fffffffffff,,13800019472
9473,18,116.5253,39.9272,52,8831aa4611fffff,8931aa46113ffff,8a31aa46112ffff,8b31aa46112cfff,8c31aa46112cdff,8031fffffffffff,,13800019473
9474,18,116.3405,39.7615,52,8831aa4f29fffff,8931aa4f287ffff,8a31aa4f285ffff,8b31aa4f2859fff,8c31aa4f2859dff,8031fffffffffff,,13800019474
9475,18,116.1763,39.9313,52,8831aa5a0dfffff,8931aa5a0d3ffff,8a31aa5a0d0ffff,8b31aa5a0d0bfff,8c31aa5a0d0bdff,8031fffffffffff,,13800019475
9476,18,116.3874,39.8627,52,8831aa40ebfffff,8931aa40ea7ffff,8a31aa40ea77fff,8b31aa40ea75fff,8c31aa40ea759ff,8031fffffffffff,,13800019476
9477,18,116.4,39.8355,52,8831aa40b5fffff,8931aa40b43ffff,8a31aa40b437fff,8b31aa40b434fff,8c31aa40b4345ff,8031fffffffffff,,13800019477
9478,18,116.2103,39.9376,52,8831aa5125fffff,8931aa5125bffff,8a31aa51259ffff,8b31aa51259afff,8c31aa51259a5ff,8031fffffffffff,,13800019478
9479,18,116.3671,39.9107,52,8831aa42edfffff,8931aa42ec3ffff,8a31aa42ec07fff,8b31aa42ec00fff,8c31aa42ec005ff,8031fffffffffff,,13800019479
9480,18,116.3671,40.0302,52,8831aa529bfffff,8931aa529abffff,8a31aa529a87fff,8b31aa529a81fff,8c31aa529a815ff,8031fffffffffff,,13800019480
9481,18,116.3767,40.0101,52,8831aa5763fffff,8931aa57633ffff,8a31aa57631ffff,8b31aa57631dfff,8c31aa57631d9ff,8031fffffffffff,,13800019481
9482,18,116.3113,39.9215,52,8831aa4265fffff,8931aa4265bffff,8a31aa4265affff,8b31aa4265aafff,8c31aa4265aabff,8031fffffffffff,,13800019482
9483,18,116.3458,40.0356,52,8831aa528bfffff,8931aa528b3ffff,8a31aa528b2ffff,8b31aa528b2bfff,8c31aa528b2b5ff,8031fffffffffff,,13800019483
9484,18,116.3287,39.9743,52,8831aa50e3fffff,8931aa50e27ffff,8a31aa50e257fff,8b31aa50e255fff,8c31aa50e2559ff,8031fffffffffff,,13800019484
9485,18,116.3258,39.9077,51,8831aa4221fffff,8931aa4221bffff,8a31aa42219ffff,8b31aa42219efff,8c31aa42219e1ff,8031fffffffffff,,13800019485
9486,18,116.8795,40.3908,51,8831aaba65fffff,8931aaba647ffff,8a31aaba6457fff,8b31aaba6451fff,8c31aaba64519ff,8031fffffffffff,,13800019486
9487,18,116.4202,39.9653,51,8831aa5519fffff,8931aa55187ffff,8a31aa551857fff,8b31aa551853fff,8c31aa551853bff,8031fffffffffff,,13800019487
9488,18,104.0623,30.6395,51,8840e3c537fffff,8940e3c536fffff,8a40e3c536f7fff,8b40e3c536f0fff,8c40e3c536f0bff,8041fffffffffff,,13800019488
9489,18,118.9709,42.2709,51,88311e7511fffff,89311e7510fffff,8a311e7510d7fff,8b311e7510d5fff,8c311e7510d53ff,8031fffffffffff,,13800019489
9490,18,116.4037,40.0006,51,8831aa5739fffff,8931aa57387ffff,8a31aa573847fff,8b31aa573846fff,8c31aa5738463ff,8031fffffffffff,,13800019490
9491,18,116.4176,39.9652,51,8831aa5519fffff,8931aa55183ffff,8a31aa55181ffff,8b31aa551818fff,8c31aa5518185ff,8031fffffffffff,,13800019491
9492,18,116.3264,39.8822,51,8831aa4069fffff,8931aa40687ffff,8a31aa406847fff,8b31aa406844fff,8c31aa4068441ff,8031fffffffffff,,13800019492
9493,18,116.3521,39.7401,51,8831aa4d4bfffff,8931aa4d4abffff,8a31aa4d4a8ffff,8b31aa4d4a88fff,8c31aa4d4a881ff,8031fffffffffff,,13800019493
9494,18,116.5051,39.9327,51,8831aa4609fffff,8931aa46097ffff,8a31aa46095ffff,8b31aa460959fff,8c31aa460959dff,8031fffffffffff,,13800019494
9495,18,116.6657,40.1292,51,8831aa031dfffff,8931aa031dbffff,8a31aa031daffff,8b31aa031d8cfff,8c31aa031dab5ff,8031fffffffffff,,13800019495
9496,18,116.3227,39.8864,51,8831aa4313fffff,8931aa4312fffff,8a31aa4312d7fff,8b31aa4312d4fff,8c31aa4312d45ff,8031fffffffffff,,13800019496
9497,18,116.3222,40.0299,51,8831aa52ebfffff,8931aa52eabffff,8a31aa52ea8ffff,8b31aa52ea8bfff,8c31aa52ea8b5ff,8031fffffffffff,,13800019497
9498,18,116.3211,39.8818,51,8831aa4069fffff,8931aa4069bffff,8a31aa40698ffff,8b31aa406988fff,8c31aa4069889ff,8031fffffffffff,,13800019498
9499,18,116.4656,39.9779,50,8831aa54edfffff,8931aa54edbffff,8a31aa54edb7fff,8b31aa54edb2fff,8c31aa54edb27ff,8031fffffffffff,,13800019499
9500,19,130.287,47.3338,410,88149caebdfffff,89149caebdbffff,8a149caebd97fff,8b149caebd96fff,8c149caebd967ff,8015fffffffffff,,13800019500
9501,19,130.2809,47.3269,360,88149caea1fffff,89149caea0fffff,8a149caea0c7fff,8b149caea0c0fff,8c149caea0c05ff,8015fffffffffff,,13800019501
9502,19,120.2013,35.9572,329,8830a12e67fffff,8930a12e677ffff,8a30a12e6767fff,8b30a12e6760fff,8c30a12e67601ff,8031fffffffffff,,13800019502
9503,19,119.6078,39.9645,277,88303052ddfffff,89303052dcbffff,8a303052dc87fff,8b303052dc82fff,8c303052dc827ff,8031fffffffffff,,13800019503
9504,19,117.7144,39.0368,273,88318d5aa7fffff,89318d5aa6bffff,8a318d5aa68ffff,8b318d5aa68bfff,8c318d5aa68b5ff,8031fffffffffff,,13800019504
9505,19,118.5374,37.4673,231,88318b74d3fffff,89318b74d37ffff,8a318b74d377fff,8b318b74d374fff,8c318b74d3745ff,8031fffffffffff,,13800019505
9506,19,122.9873,41.1237,228,883020a941fffff,893020a941bffff,8a3020a9456ffff,8b3020a9456dfff,8c3020a9456dbff,8031fffffffffff,,13800019506
9507,19,121.5437,29.8666,206,884b34350dfffff,894b34350dbffff,8a4b34350d97fff,8b4b34350d92fff,8c4b34350d929ff,804bfffffffffff,,13800019507
9508,19,116.4744,39.9122,202,8831aa475bfffff,8931aa475a3ffff,8a31aa475a0ffff,8b31aa475a0cfff,8c31aa475a0cbff,8031fffffffffff,,13800019508
9509,19,124.3884,43.1769,195,88310999e7fffff,89310999e77ffff,8a310999e757fff,8b310999e751fff,8c310999e7511ff,8031fffffffffff,,13800019509
9510,19,130.2648,47.3,188,88149cac03fffff,89149cac023ffff,8a149cac02affff,8b149cac02adfff,8c149cac02ad9ff,8015fffffffffff,,13800019510
9511,19,130.2697,47.2858,183,88149cac3dfffff,89149cac3cbffff,8a149cac3c97fff,8b149cac3c91fff,8c149cac3c91dff,8015fffffffffff,,13800019511
9512,19,116.4348,39.9455,183,8831aa55ebfffff,8931aa55eafffff,8a31aa55eae7fff,8b31aa55eae4fff,8c31aa55eae47ff,8031fffffffffff,,13800019512
9513,19,116.4581,39.9557,182,8831aa55d5fffff,8931aa55d57ffff,8a31aa55d547fff,8b31aa55d542fff,8c31aa55d5423ff,8031fffffffffff,,13800019513
9514,19,116.4565,39.962,182,8831aa55ddfffff,8931aa55dc3ffff,8a31aa55dc2ffff,8b31aa55dc2cfff,8c31aa55dc2c5ff,8031fffffffffff,,13800019514
9515,19,121.5566,38.8836,179,8830062915fffff,8930062914fffff,8a30062914f7fff,8b30062914f6fff,8c30062914f69ff,8031fffffffffff,,13800019515
9516,19,116.4701,39.9427,177,8831aa5591fffff,8931aa55913ffff,8a31aa55911ffff,8b31aa55911efff,8c31aa55911e5ff,8031fffffffffff,,13800019516
9517,19,126.5723,43.8428,176,883170189bfffff,893170189b7ffff,8a3170189b4ffff,8b3170189b4bfff,8c3170189b4b3ff,8031fffffffffff,,13800019517
9518,19,121.3951,31.2083,172,8830995905fffff,8930995905bffff,8a3099590587fff,8b3099590595fff,8c3099590582dff,8031fffffffffff,,13800019518
9519,19,116.3636,39.9436,166,8831aa425bfffff,8931aa425abffff,8a31aa425a9ffff,8b31aa425a9bfff,8c31aa425a9bdff,8031fffffffffff,,13800019519
9520,19,118.6742,37.4443,164,88318b2885fffff,89318b2884bffff,8a318b2884b7fff,8b318b2884b3fff,8c318b2884b31ff,8031fffffffffff,,13800019520
9521,19,116.3652,39.952,162,8831aa5565fffff,8931aa5564fffff,8a31aa5564d7fff,8b31aa5564d4fff,8c31aa5564d4bff,8031fffffffffff,,13800019521
9522,19,116.4703,39.9306,161,8831aa5597fffff,8931aa5596bffff,8a31aa55969ffff,8b31aa559698fff,8c31aa5596981ff,8031fffffffffff,,13800019522
9523,19,116.4722,39.9553,161,8831aa55d3fffff,8931aa55d23ffff,8a31aa55d20ffff,8b31aa55d20afff,8c31aa55d20a3ff,8031fffffffffff,,13800019523
9524,19,116.4667,39.9599,159,8831aa55d1fffff,8931aa55d07ffff,8a31aa55d067fff,8b31aa55d064fff,8c31aa55d0643ff,8031fffffffffff,,13800019524
9525,19,116.4366,39.9378,158,8831aa55e3fffff,8931aa55e2fffff,8a31aa55e2effff,8b31aa55e2edfff,8c31aa55e2ed5ff,8031fffffffffff,,13800019525
9526,19,106.2864,38.4809,158,8824c04d1bfffff,8924c04d1b7ffff,8a24c04d1b77fff,8b24c04c24dbfff,8c24c04c24db7ff,8025fffffffffff,,13800019526
9527,19,116.3119,39.91,152,8831aa435bfffff,8931aa435abffff,8a31aa435a9ffff,8b31aa435a9afff,8c31aa435a9abff,8031fffffffffff,,13800019527
9528,19,116.4816,39.9103,150,8831aa462dfffff,8931aa462c3ffff,8a31aa462c2ffff,8b31aa462c2efff,8c31aa462c2e1ff,8031fffffffffff,,13800019528
9529,19,116.4678,39.9163,150,8831aa4759fffff,8931aa47597ffff,8a31aa47595ffff,8b31aa47595dfff,8c31aa47595c3ff,8031fffffffffff,,13800019529
9530,19,116.3147,39.8942,149,8831aa4311fffff,8931aa43113ffff,8a31aa43110ffff,8b31aa43110cfff,8c31aa43110cdff,8031fffffffffff,,13800019530
9531,19,116.3558,39.9987,148,8831aa50d9fffff,8931aa50d8fffff,8a31aa50d8c7fff,8b31aa50d8c6fff,8c31aa50d8c6dff,8031fffffffffff,,13800019531
9532,19,116.4352,39.9376,147,8831aa55e3fffff,8931aa55e2fffff,8a31aa55e2e7fff,8b31aa55e2e2fff,8c31aa55e2e23ff,8031fffffffffff,,13800019532
9533,19,116.4765,39.9505,146,8831aa54a5fffff,8931aa54a4bffff,8a31aa54a497fff,8b31aa54a491fff,8c31aa54a491bff,8031fffffffffff,,13800019533
9534,19,116.4425,39.9188,145,8831aa55a3fffff,8931aa55a2fffff,8a31aa55a2d7fff,8b31aa55a2d2fff,8c31aa55a2d2bff,8031fffffffffff,,13800019534
9535,19,116.4699,39.9165,145,8831aa4665fffff,8931aa4664bffff,8a31aa466497fff,8b31aa466490fff,8c31aa4664909ff,8031fffffffffff,,13800019535
9536,19,123.4628,41.8152,145,883025d5ebfffff,893025d5eb7ffff,8a3025d5eb47fff,8b3025d5eb46fff,8c3025d5eb461ff,8031fffffffffff,,13800019536
9537,19,130.2646,47.3277,145,88149caeadfffff,89149caeac3ffff,8a149caeac27fff,8b149caeac21fff,8c149caeac21dff,8015fffffffffff,,13800019537
9538,19,116.3576,39.9741,143,8831aa5095fffff,8931aa50957ffff,8a31aa509577fff,8b31aa509554fff,8c31aa5095735ff,8031fffffffffff,,13800019538
9539,19,121.5626,31.2562,143,8830994101fffff,8930994100bffff,8a30994100a7fff,8b30994100a5fff,8c30994100a57ff,8031fffffffffff,,13800019539
9540,19,116.3174,39.9466,142,8831aa519bfffff,8931aa519abffff,8a31aa519aa7fff,8b31aa519aa6fff,8c31aa519aa69ff,8031fffffffffff,,13800019540
9541,19,116.3813,39.9753,140,8831aa5545fffff,8931aa55457ffff,8a31aa554567fff,8b31aa554564fff,8c31aa5545647ff,8031fffffffffff,,13800019541
9542,19,123.6472,47.1997,138,8814b63845fffff,8914b638447ffff,8a14b638446ffff,8b14b638446cfff,8c14b638446c1ff,8015fffffffffff,,13800019542
9543,19,116.316,39.8921,134,8831aa4311fffff,8931aa43103ffff,8a31aa43102ffff,8b31aa43102afff,8c31aa43102a1ff,8031fffffffffff,,13800019543
9544,19,116.4883,39.9919,134,8831aa54c1fffff,8931aa54c1bffff,8a31aa54c197fff,8b31aa54c195fff,8c31aa54c1957ff,8031fffffffffff,,13800019544
9545,19,116.4556,39.9417,134,8831aa5583fffff,8931aa55833ffff,8a31aa558307fff,8b31aa558300fff,8c31aa5583009ff,8031fffffffffff,,13800019545
9546,19,116.3818,39.9602,132,8831aa5563fffff,8931aa55637ffff,8a31aa556367fff,8b31aa556362fff,8c31aa5563629ff,8031fffffffffff,,13800019546
9547,19,116.4697,39.9371,131,8831aa5597fffff,8931aa55973ffff,8a31aa559737fff,8b31aa559734fff,8c31aa5597345ff,8031fffffffffff,,13800019547
9548,19,116.4659,39.909,130,8831aa4751fffff,8931aa47513ffff,8a31aa47510ffff,8b31aa47510bfff,8c31aa47510b5ff,8031fffffffffff,,13800019548
9549,19,116.3609,39.9303,129,8831aa421dfffff,8931aa421d7ffff,8a31aa421d47fff,8b31aa421d40fff,8c31aa421d401ff,8031fffffffffff,,13800019549
9550,19,116.4299,39.9555,129,8831aa55c5fffff,8931aa55127ffff,8a31aa55c5a7fff,8b31aa55c5a4fff,8c31aa55c5a49ff,8031fffffffffff,,13800019550
9551,19,116.4235,39.9794,129,8831aa542dfffff,8931aa542c3ffff,8a31aa542d1ffff,8b31aa542d1bfff,8c31aa542d1b5ff,8031fffffffffff,,13800019551
9552,19,114.4817,38.0095,128,88319c9a11fffff,89319c9a1c7ffff,8a319c9a1c4ffff,8b319c9a1c4afff,8c319c9a1c4a3ff,8031fffffffffff,,13800019552
9553,19,116.3613,39.9262,128,8831aa421dfffff,8931aa421cfffff,8a31aa421ceffff,8b31aa421ce8fff,8c31aa421ce8bff,8031fffffffffff,,13800019553
9554,19,116.347,39.8934,128,8831aa404bfffff,8931aa404afffff,8a31aa404acffff,8b31aa404acefff,8c31aa404ace5ff,8031fffffffffff,,13800019554
9555,19,116.4438,39.9141,128,8831aa4749fffff,8931aa47483ffff,8a31aa47480ffff,8b31aa47480afff,8c31aa47480a3ff,8031fffffffffff,,13800019555
9556,19,116.8507,40.3864,127,8831aabb49fffff,8931aabb487ffff,8a31aabb484ffff,8b31aabb484afff,8c31aabb484a9ff,8031fffffffffff,,13800019556
9557,19,118.1306,39.6325,127,88318d8309fffff,89318d83087ffff,8a318d830857fff,8b318d830850fff,8c318d830850bff,8031fffffffffff,,13800019557
9558,19,116.4934,39.9198,126,8831aa4605fffff,8931aa4605bffff,8a31aa4605affff,8b31aa4605a8fff,8c31aa4605a85ff,8031fffffffffff,,13800019558
9559,19,116.2825,39.9083,126,8831aa4341fffff,8931aa43403ffff,8a31aa434017fff,8b31aa434016fff,8c31aa4340167ff,8031fffffffffff,,13800019559
9560,19,121.4961,31.1855,125,8830994b57fffff,8930994b573ffff,8a30994b5717fff,8b30994b5711fff,8c30994b57113ff,8031fffffffffff,,13800019560
9561,19,116.4523,39.972,125,8831aa5435fffff,8931aa5430bffff,8a31aa54346ffff,8b31aa54346dfff,8c31aa54346d9ff,8031fffffffffff,,13800019561
9562,19,117.2285,34.2259,124,8830b02d2dfffff,8930b02d2d3ffff,8a30b02d2d2ffff,8b30b02d2d2bfff,8c30b02d2d2b5ff,8031fffffffffff,,13800019562
9563,19,116.3569,39.9349,124,8831aa4257fffff,8931aa42563ffff,8a31aa42578ffff,8b31aa425789fff,8c31aa4257891ff,8031fffffffffff,,13800019563
9564,19,116.279,39.9118,124,8831aa434dfffff,8931aa434c7ffff,8a31aa434c47fff,8b31aa434c46fff,8c31aa434c469ff,8031fffffffffff,,13800019564
9565,19,116.4615,39.9291,124,8831aa55bbfffff,8931aa55bbbffff,8a31aa55bb87fff,8b31aa55bb82fff,8c31aa55bb82bff,8031fffffffffff,,13800019565
9566,19,116.3235,39.9729,121,8831aa50e3fffff,8931aa50e2bffff,8a31aa50e2a7fff,8b31aa50e2b5fff,8c31aa50e2b5bff,8031fffffffffff,,13800019566
9567,19,116.4733,39.9051,121,8831aa4753fffff,8931aa47523ffff,8a31aa475207fff,8b31aa475204fff,8c31aa4752045ff,8031fffffffffff,,13800019567
9568,19,126.973,45.5448,120,8814962d47fffff,8914962d463ffff,8a14962d4607fff,8b14962d4600fff,8c14962d46063ff,8031fffffffffff,,13800019568
9569,19,119.9524,31.8187,120,88309c45e7fffff,89309c45e67ffff,8a309c45e66ffff,8b309c45e66efff,8c309c45e66e1ff,8031fffffffffff,,13800019569
9570,19,116.4344,39.9289,120,8831aa55a9fffff,8931aa55a8fffff,8a31aa55a8d7fff,8b31aa55a8d6fff,8c31aa55a8d63ff,8031fffffffffff,,13800019570
9571,19,116.464,39.9174,118,8831aa4759fffff,8931aa47593ffff,8a31aa475907fff,8b31aa475931fff,8c31aa4759313ff,8031fffffffffff,,13800019571
9572,19,106.3843,39.0102,118,8824c0c491fffff,8924c0c4913ffff,8a24c0c49117fff,8b24c0c49113fff,8c24c0c49113dff,8025fffffffffff,,13800019572
9573,19,116.4739,39.9742,117,8831aa54e1fffff,8931aa54e1bffff,8a31aa54e56ffff,8b31aa54e56dfff,8c31aa54e56d9ff,8031fffffffffff,,13800019573
9574,19,116.4893,39.9839,117,8831aa54c7fffff,8931aa54c7bffff,8a31aa54c79ffff,8b31aa54c798fff,8c31aa54c7985ff,8031fffffffffff,,13800019574
9575,19,116.334,39.8923,117,8831aa4041fffff,8931aa4041bffff,8a31aa4041b7fff,8b31aa4041b5fff,8c31aa4041b53ff,8031fffffffffff,,13800019575
9576,19,116.3662,39.9059,117,8831aa42e5fffff,8931aa42e53ffff,8a31aa42e507fff,8b31aa42e506fff,8c31aa42e5063ff,8031fffffffffff,,13800019576
9577,19,116.3862,39.9923,116,8831aa5723fffff,8931aa57223ffff,8a31aa572227fff,8b31aa572225fff,8c31aa5722255ff,8031fffffffffff,,13800019577
9578,19,116.416,39.9579,115,8831aa5511fffff,8931aa5510bffff,8a31aa5510a7fff,8b31aa5510a5fff,8c31aa5510a55ff,8031fffffffffff,,13800019578
9579,19,116.3233,39.9419,114,8831aa5193fffff,8931aa51937ffff,8a31aa519267fff,8b31aa519264fff,8c31aa5192641ff,8031fffffffffff,,13800019579
9580,19,116.4848,39.9827,113,8831aa54ebfffff,8931aa54eb3ffff,8a31aa54eb0ffff,8b31aa54eb0cfff,8c31aa54eb0cdff,8031fffffffffff,,13800019580
9581,19,116.3186,39.9311,113,8831aa4269fffff,8931aa4268bffff,8a31aa426887fff,8b31aa426884fff,8c31aa4268843ff,8031fffffffffff,,13800019581
9582,19,116.3448,39.9099,113,8831aa423dfffff,8931aa423c3ffff,8a31aa423c1ffff,8b31aa423c18fff,8c31aa423c183ff,8031fffffffffff,,13800019582
9583,19,116.4702,39.9412,113,8831aa5591fffff,8931aa5591bffff,8a31aa55918ffff,8b31aa559189fff,8c31aa5591899ff,8031fffffffffff,,13800019583
9584,19,116.4529,39.9514,113,8831aa55d5fffff,8931aa55d4bffff,8a31aa55d4b7fff,8b31aa55d4b2fff,8c31aa55d4b2bff,8031fffffffffff,,13800019584
9585,19,116.3175,39.993,113,8831aa5013fffff,8931aa50123ffff,8a31aa501227fff,8b31aa501224fff,8c31aa5012247ff,8031fffffffffff,,13800019585
9586,19,116.4375,39.9202,112,8831aa55a7fffff,8931aa55a77ffff,8a31aa55a747fff,8b31aa55a745fff,8c31aa55a7451ff,8031fffffffffff,,13800019586
9587,19,116.4546,39.9671,112,8831aa5437fffff,8931aa54363ffff,8a31aa5436affff,8b31aa5436adfff,8c31aa5436137ff,8031fffffffffff,,13800019587
9588,19,116.85,40.3882,112,8831aabb49fffff,8931aabb487ffff,8a31aabb4867fff,8b31aabb4860fff,8c31aabb4860bff,8031fffffffffff,,13800019588
9589,19,116.3526,39.9975,112,8831aa50d9fffff,8931aa50d8bffff,8a31aa50d89ffff,8b31aa50d89efff,8c31aa50d89e5ff,8031fffffffffff,,13800019589
9590,19,116.4226,39.9982,112,8831aa5469fffff,8931aa5468bffff,8a31aa5468affff,8b31aa5468abfff,8c31aa5468ab5ff,8031fffffffffff,,13800019590
9591,19,116.3159,39.9111,112,8831aa435bfffff,8931aa435afffff,8a31aa435acffff,8b31aa435acefff,8c31aa435ace9ff,8031fffffffffff,,13800019591
9592,19,116.4794,39.9866,111,8831aa54e9fffff,8931aa5412fffff,8a31aa54e967fff,8b31aa54e964fff,8c31aa54e9641ff,8031fffffffffff,,13800019592
9593,19,116.3663,39.9383,111,8831aa4253fffff,8931aa4252fffff,8a31aa4252f7fff,8b31aa4252f5fff,8c31aa4252f51ff,8031fffffffffff,,13800019593
9594,19,116.335,39.9919,110,8831aa50c1fffff,8931aa50c0fffff,8a31aa50c0effff,8b31aa50c0ebfff,8c31aa50c0ebdff,8031fffffffffff,,13800019594
9595,19,116.3761,39.973,110,8831aa5545fffff,8931aa5545bffff,8a31aa5545a7fff,8b31aa5545a4fff,8c31aa5545a43ff,8031fffffffffff,,13800019595
9596,19,116.3975,39.9958,110,8831aa573dfffff,8931aa573c7ffff,8a31aa573c4ffff,8b31aa573c4cfff,8c31aa573c4cdff,8031fffffffffff,,13800019596
9597,19,116.3651,39.9847,110,8831aa5099fffff,8931aa50983ffff,8a31aa50982ffff,8b31aa509829fff,8c31aa509829dff,8031fffffffffff,,13800019597
9598,19,116.3157,39.9727,110,8831aa50e5fffff,8931aa50e47ffff,8a31aa50e46ffff,8b31aa50e46bfff,8c31aa50e46bbff,8031fffffffffff,,13800019598
9599,19,114.5722,38.1568,110,88318228b3fffff,89318228b2fffff,8a318228b2dffff,8b318228b2d9fff,8c318228b2d99ff,8031fffffffffff,,13800019599
9600,19,116.3607,39.9131,109,8831aa423bfffff,8931aa423a3ffff,8a31aa423a0ffff,8b31aa423a08fff,8c31aa423a089ff,8031fffffffffff,,13800019600
9601,19,116.3248,39.9036,109,8831aa4225fffff,8931aa42247ffff,8a31aa422457fff,8b31aa422455fff,8c31aa422455bff,8031fffffffffff,,13800019601
9602,19,116.4572,39.9191,109,8831aa55b7fffff,8931aa55b73ffff,8a31aa55b70ffff,8b31aa55b71dfff,8c31aa55b70e5ff,8031fffffffffff,,13800019602
9603,19,116.4935,39.9985,109,8831aa54c9fffff,8931aa54c8fffff,8a31aa54c8e7fff,8b31aa54c8e5fff,8c31aa54c8e53ff,8031fffffffffff,,13800019603
9604,19,116.2877,39.9254,109,8831aa51bdfffff,8931aa51bcbffff,8a31aa51bc97fff,8b31aa51bc91fff,8c31aa51bc915ff,8031fffffffffff,,13800019604
9605,19,116.4163,39.9732,108,8831aa5553fffff,8931aa55523ffff,8a31aa555217fff,8b31aa555215fff,8c31aa5552155ff,8031fffffffffff,,13800019605
9606,19,130.2745,47.311,108,88149cac11fffff,89149cac113ffff,8a149cac1107fff,8b149cac1104fff,8c149cac11043ff,8015fffffffffff,,13800019606
9607,19,116.3187,39.9924,108,8831aa5013fffff,8931aa50123ffff,8a31aa50122ffff,8b31aa501228fff,8c31aa5012281ff,8031fffffffffff,,13800019607
9608,19,116.4063,39.959,107,8831aa5503fffff,8931aa55037ffff,8a31aa55034ffff,8b31aa55034dfff,8c31aa55034d5ff,8031fffffffffff,,13800019608
9609,19,116.4116,39.9731,107,8831aa5551fffff,8931aa5550fffff,8a31aa5550cffff,8b31aa5550cafff,8c31aa5550ca9ff,8031fffffffffff,,13800019609
9610,19,116.432,39.9508,106,8831aa55c5fffff,8931aa55c4bffff,8a31aa55c48ffff,8b31aa55c48afff,8c31aa55c48a5ff,8031fffffffffff,,13800019610
9611,19,116.4714,39.8933,105,8831aa471dfffff,8931aa471c7ffff,8a31aa471c6ffff,8b31aa471c69fff,8c31aa471c691ff,8031fffffffffff,,13800019611
9612,19,116.3683,39.9822,104,8831aa509bfffff,8931aa509bbffff,8a31aa509ba7fff,8b31aa509ba3fff,8c31aa509ba31ff,8031fffffffffff,,13800019612
9613,19,116.4442,39.9712,104,8831aa5435fffff,8931aa5435bffff,8a31aa543587fff,8b31aa543584fff,8c31aa5435845ff,8031fffffffffff,,13800019613
9614,19,116.3152,39.9616,104,8831aa50adfffff,8931aa50adbffff,8a31aa50ad97fff,8b31aa50ad91fff,8c31aa50ad93bff,8031fffffffffff,,13800019614
9615,19,116.4413,39.9506,103,8831aa55c7fffff,8931aa55c63ffff,8a31aa55c61ffff,8b31aa55c61dfff,8c31aa55c61d5ff,8031fffffffffff,,13800019615
9616,19,116.4122,39.9902,102,8831aa5733fffff,8931aa57327ffff,8a31aa57325ffff,8b31aa57325cfff,8c31aa57325cbff,8031fffffffffff,,13800019616
9617,19,116.499,39.916,102,8831aa4607fffff,8931aa4607bffff,8a31aa460797fff,8b31aa460790fff,8c31aa4607905ff,8031fffffffffff,,13800019617
9618,19,116.3202,39.941,102,8831aa5193fffff,8931aa51923ffff,8a31aa519227fff,8b31aa519204fff,8c31aa5192049ff,8031fffffffffff,,13800019618
9619,19,116.3774,39.9944,102,8831aa5721fffff,8931aa57203ffff,8a31aa572037fff,8b31aa572035fff,8c31aa57211b7ff,8031fffffffffff,,13800019619
9620,19,116.8382,40.3798,102,8831aabb4dfffff,8931aabb4cbffff,8a31aabb4c8ffff,8b31aabb4c8cfff,8c31aabb4c8c7ff,8031fffffffffff,,13800019620
9621,19,116.3159,39.899,99,8831aa4319fffff,8931aa43183ffff,8a31aa43180ffff,8b31aa43180cfff,8c31aa43180c3ff,8031fffffffffff,,13800019621
